Date,Exercise,Result,Weight,Status
2023-02-14,Crunches - Weighted - Cable,25kg working weight 3 sets,25.00,Working
2023-02-14,Bench Press - Incline - Dumbell,Hammer curl friendly bench on the one notch visible. 14kg DBs,14.00,Static
2023-02-14,Good Mornings - Barbell,Peak 50kg,50.00,Peak
2023-02-14,Bench Press - Incline - Dumbell,16kg DBs next time,16.00,Static
2023-02-14,Squat - Front - Barbell,Working weight 40kg,40.00,Working
2023-02-14,Bench Press - Flat - Barbell,"Peak 52.5kg, use as working weight next time",52.50,Working
2023-02-14,Squat - Back - Barbell,Working weight 60kg,60.00,Working
2023-02-14,Lateral Pull Down - Machine,"Very big on the traps, good to put alongside shoulders",0.00,Static
2023-02-14,Bench Press - Decline - Barbell,Working weight 55kg,55.00,Working
2023-02-15,Lateral Shoulder Press - Machine,Working weight 40kg,40.00,Working
2023-02-15,Bent-Over Rows - Barbell,Very tough 50kg Working sets,50.00,Working
2023-02-15,Tricep Kick-Backs - Dumbell,Short working sets with 7.5kg DBs,7.50,Working
2023-02-15,Bent Over Lateral Raise - Dumbell,Lying on bench 5kg DBs,5.00,Static
2023-02-15,Bent Over Lateral Raise - Dumbell,Go up a weight next time,0.00,Static
2023-02-15,Seated Pulley Row - V-Grip - Cable,Working weight 14,14.00,Working
2023-02-15,Shrugs - Dumbell,Working sets of 30kg DBs,30.00,Working
2023-02-15,Tricep Extension Pulldown - Cable,Working sets of 24.5kg,24.50,Working
2023-02-17,Bench Press - Decline - Barbell,Peak 60kg 4reps,60.00,Peak
2023-02-17,Curls - Hammer - Dumbell,Strained muscle in right forearm. Remove hammer hold for something else,0.00,Static
2023-02-17,Curls - Hammer - Dumbell,10kg DBs,10.00,Static
2023-02-17,Bench Press - Flat - Dumbell,Next time try 20kg DBs,20.00,Static
2023-02-17,Bench Press - Flat - Dumbell,18kg DBs,18.00,Static
2023-02-17,Crunches - Weighted - Cable,Working weight 27.5kg,27.50,Working
2023-02-17,Crunches - Weighted - Dumbell,"4kg Medicine ball, feet under 30kg bag",30.00,Static
2023-02-17,Pectoral Flys - Cable,Working weight 45kg,45.00,Working
2023-02-19,Face Pull - Cable,Working weight 12.5kg,12.50,Working
2023-02-19,Face Pull - Cable,Go up to 15kg next time,15.00,Static
2023-02-19,Arnold Press - Dumbell,"12kg DBs, inc from 10kg, difficult but managed 8 reps for first set",12.00,Static
2023-02-19,Arnold Press - Dumbell,7 for the second,7.00,Static
2023-02-19,Seated Pulley Row - V-Grip - Cable,Working sets of 14,14.00,Working
2023-02-19,Lateral Shoulder Press - Machine,Potentially strained rear delt (?) don,0.00,Static
2023-02-19,Bench Press - Narrow Grip - Barbell,Working reps of 50kg,50.00,Working
2023-02-19,Bench Press - Narrow Grip - Barbell,(On the edge),0.00,Static
2023-02-19,Tricep Extension Pulldown - Cable,Working sets of 24.5kg,24.50,Working
2023-02-19,Lateral Pull Down - Machine,Working sets of 90kg,90.00,Working
2023-02-19,Lateral Pull Down - Machine,Warm up sets of holding 50kg at the bottom of the rep for 5 reps,50.00,Static
2023-02-19,Bench Press - Narrow Grip - Barbell,10,10.00,Static
2023-02-20,Lateral Raise - Standing - Dumbell,"Torture the side delt, lots of sets to failure",0.00,Static
2023-02-20,Good Mornings - Barbell,Working weight 50kg,50.00,Working
2023-02-20,Hammer Hold - Dumbell,"12kg DBs, aiming for sets of 40s",12.00,Static
2023-02-20,Bench Press - Incline - Dumbell,"Non hammer friendly bench, 4 notches from the top. 16kg DBs, tough, first set 8 reps",16.00,Static
2023-02-20,Curls - Simple - Barbell,Working weight 20kg (inc 7.5kg cambered bar),20.00,Working
2023-02-20,Bench Press - Lateral - Machine,Peak 45kg,45.00,Peak
2023-02-20,Squat - Back - Barbell,Working weight 62.5kg,62.50,Working
2023-02-20,Bench Press - Flat - Barbell,Peak 55kg 2x4,55.00,Peak
2023-02-20,Squat - Front - Barbell,Working weight 42.5kg,42.50,Working
2023-02-22,Crunches - Weighted - Cable,25kg,25.00,Static
2023-02-22,Shrugs - Barbell,"Peak barbell weight 70kg, hardest part is grip. Use as working sets next time",70.00,Working
2023-02-22,Bent-Over Rows - Barbell,Working sets of 55kg,55.00,Working
2023-02-22,Lateral Raise - Standing - Dumbell,"More sets than standard, high raises 5kg DBs. Up the weight next time",5.00,Static
2023-02-22,Arnold Press - Dumbell,12kg DBs managing reps of 8-10,12.00,Static
2023-02-22,Face Pull - Cable,Working weight 18.75kg,18.75,Working
2023-02-22,Straight Arm Pushdown - Cable,Working weight 21.25kg,21.25,Working
2023-02-22,Straight Arm Pushdown - Cable,Increase next time,0.00,Static
2023-02-22,Lateral Raise - Standing - Dumbell,2 sets at 7.5kg DBs,7.50,Static
2023-02-23,Bench Press - Flat - Dumbell,New PB 20kg DBs 10 in first set,20.00,Static
2023-02-23,Tricep Kick-Backs - Dumbell,Standing bent over with 8kg DBs sets of 8,8.00,Static
2023-02-23,Bench Press - Decline - Barbell,Working weight 55kg,55.00,Working
2023-02-23,Curls - Simple - Barbell,(7.5kg cambered bar included),7.50,Static
2023-02-23,Curls - Simple - Barbell,22.5kg PB for sets of 8,22.50,Static
2023-02-23,Tricep Extension Pulldown - Cable,Tough working sets of 26.25kg,26.25,Working
2023-02-23,Pectoral Flys - Cable,New working weight pb 47kg,47.00,Working
2023-02-23,Curls - Hammer - Dumbell,Half reps on the curling bench trying to avoid that forarm strain. 10kg DBs,10.00,Static
2023-02-23,Dips - Body,Sets of 12,12.00,Static
2023-02-24,Tricep Kick-Backs - Dumbell,Get the elbows behind the back,0.00,Static
2023-02-24,Incline DB Power Bomb - Dumbell,Bring the elbows close together,0.00,Static
2023-02-24,Tricep Extension Pulldown - Cable,This should be done with an underhand grip,0.00,Static
2023-02-27,Bench Press - Lateral - Machine,Working weight 45kg,45.00,Working
2023-02-27,Tricep Extension Pulldown - Cable,Working weight 23.75kg (dropped),23.75,Working
2023-02-27,Tricep Extension Pulldown - Cable,"Tried underhand, not great for the wrists",0.00,Static
2023-02-27,Curls - Simple - Barbell,22.5kg aiming for sets of 10,22.50,Static
2023-02-27,Bench Press - Decline - Barbell,Working weight 55kg,55.00,Working
2023-02-27,Incline DB Power Bomb - Dumbell,Fucking hard. Especially to put down,0.00,Static
2023-02-27,Incline DB Power Bomb - Dumbell,Upgraded to 15kg DB,15.00,Static
2023-02-27,Incline DB Power Bomb - Dumbell,Getting used to the motion 12.5kg DB,12.50,Static
2023-02-27,Curls - Hammer - Dumbell,Peak 12.5kg DB for 8 reps,12.50,Peak
2023-02-27,Bench Press - Incline - Dumbell,Probably from bad tech on the power bombs,0.00,Static
2023-02-27,Bench Press - Incline - Dumbell,16kg DBs 1 notch from the bottom on non curl friendly bench. Feel like I can manage more but got a twinge in my right elbow,16.00,Static
2023-02-27,Tricep Kick-Backs - Dumbell,"Knelt on the bench with 7.5kg DB, much harder when pinning the arm behind my back",7.50,Static
2023-03-01,Squat - Front - Barbell,Working weight 50kg,50.00,Working
2023-03-01,Good Mornings - Barbell,Peak 55kg,55.00,Peak
2023-03-01,Bent-Over Rows - Barbell,Working weight 55kg,55.00,Working
2023-03-01,Lateral Raise - Bent Over - Dumbell,Hammer curl friendly bench one notch from bottom 7.5kg DBs,7.50,Static
2023-03-01,Squat - Back - Barbell,Working weight 67.5kg,67.50,Working
2023-03-01,Lateral Pull Down - Machine,Working sets of 90kg,90.00,Working
2023-03-01,Seated Pulley Row - V-Grip - Cable,Peak 15,15.00,Peak
2023-03-01,Seated Pulley Row - V-Grip - Cable,"Similar to BO row, only use one next time",0.00,Static
2023-03-01,Lateral Raise - Standing - Dumbell,7.5kg DBs,7.50,Static
2023-03-03,Lateral Raise - Standing - Dumbell,"Drop sets starting at 8kg, as soon as I can",8.00,Static
2023-03-03,Bench Press - Narrow Grip - Barbell,Working weight 50kg (tough),50.00,Working
2023-03-03,Shrugs - Barbell,Working weight 70kg,70.00,Working
2023-03-03,Pectoral Flys - Cable,New working weight 49.5kg,49.50,Working
2023-03-03,Pectoral Flys - Cable,Attempting drop sets on the final set,0.00,Static
2023-03-03,Lateral Raise - Standing - Dumbell,Start with 10kg DBs next time,10.00,Static
2023-03-03,Lateral Raise - Standing - Dumbell,Maybe do multiple drop sets? Seemed to work without having rest between the weight drops,0.00,Static
2023-03-03,Lateral Raise - Standing - Dumbell,"Need to figure out the drop sets started too low, did loads of sets of the 8s",8.00,Static
2023-03-03,Overhead Tricep Extension - One Arm - Dumbell,"New one, just trying to get the technique down. Tough sets with 8kg DB",8.00,Static
2023-03-03,Bench Press - Incline - Dumbell,New working PB 18kg DBs,18.00,Working
2023-03-03,Bench Press - Incline - Dumbell,Increased again to v v difficult working sets of 20kg DBs,20.00,Working
2023-03-03,Tricep Extension Pulldown - Cable,Dropped to 24.5kg sets to failure to focus on form,24.50,Static
2023-03-03,Bench Press - Decline - Barbell,New working weight pb 60kg,60.00,Working
2023-03-03,Lateral Raise - Standing - Dumbell,"Confirmed, individual drop sets work better, just go to failure and then go to the next weight straight away",0.00,Static
2023-03-04,Crunches - Weighted - Cable,New working weight 30kg,30.00,Working
2023-03-04,Low Pulley Row - Overhand - Cable,Working weight 15,15.00,Working
2023-03-04,Curls - Simple - Barbell,Working weight 22.5kg (5,22.50,Working
2023-03-04,Leg Raises - Bent Leg - Body,Hanging,0.00,Static
2023-03-04,Leg Raises - Bent Leg - Body,Shoulders hurt trying to hang and not swing. Taken a set out to just practice hanging,0.00,Static
2023-03-04,Face Pull - Cable,New working weight 21kg,21.00,Working
2023-03-04,Lateral Pull Down - Machine,Working weight 90kg,90.00,Working
2023-03-04,Curls - Hammer - Dumbell,New working weight 12kg DBs,12.00,Working
2023-03-04,Straight Arm Pushdown - Cable,New working weight 23.75kg,23.75,Working
2023-03-04,Leg Raises - Bent Leg - Body,1 set ,1.00,Static
2023-03-06,Dips - Body,First done from resting on core machine. 5 halfish reps first set,5.00,Static
2023-03-06,Hip Huggers - Dumbell,Sets of 8,8.00,Static
2023-03-06,Bench Press - Narrow Grip - Barbell,Working weight 50kg,50.00,Working
2023-03-06,Shrugs - Barbell,Working weight 70kg up next time,70.00,Working
2023-03-06,Dips - Body,"Difficult to stay upright, 4 reps second set",4.00,Static
2023-03-06,Hip Huggers - Dumbell,Working weight 20kg DBs,20.00,Working
2023-03-06,Dips - Body,4 reps third set,4.00,Static
2023-03-06,Overhead Tricep Extension - One Arm - Dumbell,8kg DB working sets (tough),8.00,Working
2023-03-06,Front Raises - Dumbell,Very tough working sets with 10kg DBs,10.00,Working
2023-03-06,Front Raises - Dumbell,"One arm at a time, careful not to push it too hard, feeling a potential strain, particularly in the left shoulder",0.00,Static
2023-03-06,Tricep Extension Pulldown - Cable,Very very tough working sets of 28kg,28.00,Working
2023-03-06,Lateral Shoulder Press - Machine,"Working weight 40kg. Always feel prone to injury doing this, replace next time",40.00,Working
2023-03-06,Dips - Body,5 reps final set,5.00,Static
2023-03-08,Curls - Simple - Barbell,"25kg 5, 2.5, 1.25 for 10 reps",25.00,Static
2023-03-08,Crunches - Weighted - Cable,Working weight 30kg,30.00,Working
2023-03-08,Squat - Back - Barbell,Working weight 70kg inc next time,70.00,Working
2023-03-08,Hack Squat - Machine,50kg working weight,50.00,Working
2023-03-08,Curls - Simple - Barbell,(New pb),0.00,Static
2023-03-08,Curls - Hammer - Dumbell,8 for the last couple,8.00,Static
2023-03-08,Romanian Deadlifts - Barbell,"Working weight 60kg, squeeze the orange",60.00,Working
2023-03-08,Squat - Front - Barbell,New peak 55kg,55.00,Peak
2023-03-08,Curls - Hammer - Dumbell,12kg DB Sets of 10,12.00,Static
2023-03-09,Bench Press - Decline - Barbell,Working weight 20kg,20.00,Working
2023-03-09,Pectoral Flys - Cable,Working weight 49.5kg,49.50,Working
2023-03-09,Bent-Over Rows - Barbell,New working weight 60kg,60.00,Working
2023-03-09,Lateral Pull Down - Machine,Working weight 90kg,90.00,Working
2023-03-09,Bench Press - Flat - Barbell,Working weight 55kg,55.00,Working
2023-03-09,Bench Press - Incline - Dumbell,Working weight 20kg DBs 4 notches from the top on the non hammer friendly bench,20.00,Working
2023-03-09,Lateral Raise - Standing - Dumbell,Try and keep elbows high to engage traps next time,0.00,Static
2023-03-09,Face Pull - Cable,"Working weight 21, 24.5 too heavy for good form",24.50,Working
2023-03-10,Straight Arm Pushdown - Cable,Working weight 23.75kg,23.75,Working
2023-03-10,Pectoral Flys - Cable,drop set on final set,0.00,Static
2023-03-11,Front Raises - Dumbell,10kg DB one arm at a time,10.00,Static
2023-03-11,Lateral Raise - Standing - Dumbell,Working weight 10kg DBs,10.00,Working
2023-03-11,Tricep Extension Pulldown - Cable,Reduced to 26.25kg for form,26.25,Static
2023-03-11,Lateral Raise - Standing - Dumbell,"Managing 10 reps, consider increasing but don",10.00,Static
2023-03-11,Bench Press - Narrow Grip - Barbell,Working weight 50kg (tough),50.00,Working
2023-03-11,Abduction Row - Dumbell,Working weight 26kg DB,26.00,Working
2023-03-11,Hip Huggers - Dumbell,Working weight shopping bags,0.00,Working
2023-03-11,Overhead Tricep Extension - One Arm - Dumbell,Working weight 8kg DB,8.00,Working
2023-03-13,Hack Squat - Machine,Working weight 40kg,40.00,Working
2023-03-13,Crunches - Weighted - Cable,Working weight 30kg,30.00,Working
2023-03-13,Curls - Hammer - Dumbell,Working sets of 8 using 12kg DB,12.00,Working
2023-03-13,Curls - Overhand - Barbell,Mingin 15kg working sets,15.00,Working
2023-03-13,Corkscrew - Resting - Body,Sets of 12 working weight 3 bags on each ankle,12.00,Working
2023-03-13,Romanian Deadlifts - Barbell,New peak 70kg worried a bit about form,70.00,Peak
2023-03-13,Squat - Front - Barbell,New peak 57.5kg,57.50,Peak
2023-03-13,Squat - Front - Barbell,Correction - new working weight 57.5kg,57.50,Working
2023-03-13,Squat - Back - Barbell,New working weight 75kg,75.00,Working
2023-03-14,Pectoral Flys - Cable,Feeling something a bit twitchy in my left shoulder and right lat. I think I fucked them slightly on the flat DB bench press,0.00,Static
2023-03-14,Bench Press - Flat - Dumbell,"Working weight 22kg DBs, though to get them set up",22.00,Working
2023-03-14,Seated Pulley Row - V-Grip - Cable,"Working weight 15, inc next time",15.00,Working
2023-03-14,Bench Press - Decline - Barbell,Working weight 60kg (tough),60.00,Working
2023-03-14,Face Pull - Cable,Working weight 21.25kg,21.25,Working
2023-03-14,Bench Press - Incline - Dumbell,Really tough working sets of 20kg DBs,20.00,Working
2023-03-14,Bench Press - Incline - Dumbell,Hammer friendly bench 1 notch up is slightly shallower than the 4 on the other.,4.00,Static
2023-03-14,Lateral Pull Down - Machine,Working weight 90kg inc next time,90.00,Working
2023-03-14,Pectoral Flys - Cable,Working weight 49.5kg,49.50,Working
2023-03-14,Low Pulley Row - Overhand - Cable,Working weight 16,16.00,Working
2023-03-14,Bench Press - Decline - Barbell,Eh?,0.00,Static
2023-03-15,Shoulder Press - Dumbell,Working weight 14kg DBs,14.00,Working
2023-03-15,Tricep Kick-Backs - Dumbell,"Working sets of 8kg DB , easy on right, tough on left",8.00,Working
2023-03-15,Front Raises - Dumbell,Working weight 10kg DB one arm at a time,10.00,Working
2023-03-15,Hip Huggers - Dumbell,Working weight 20kg DBs,20.00,Working
2023-03-15,Tricep Extension Pulldown - Cable,Working weight 26.25kg,26.25,Working
2023-03-15,Overhead Tricep Extension - One Arm - Dumbell,"New peak 10kg DB, big struggle to get the 5th and 6th with left arm",10.00,Peak
2023-03-15,Abduction Row - Dumbell,New very tough working sets with 28kg DB,28.00,Working
2023-03-16,Dips - Body,Body weight bench dips,0.00,Static
2023-03-17,Squat - Front - Barbell,New peak weight 60kg,60.00,Peak
2023-03-17,Curls - Hammer - Dumbell,Working sets with 12kg DB,12.00,Working
2023-03-17,Squat - Back - Barbell,Working sets of 75kg,75.00,Working
2023-03-17,Curls - Simple - Barbell,"Working weight 25kg (5,2.5,1.25 each side)",25.00,Working
2023-03-17,Leg Raises - Straight Leg Resting - Body,Body weigh in between weighted crunches,0.00,Static
2023-03-17,Crunches - Weighted - Cable,Working weight 30kg. Fucking miserable,30.00,Working
2023-03-17,Leg Press - Machine,"Manageable working sets of 90kg, inc next time",90.00,Working
2023-03-17,Good Mornings - Barbell,New peak 65kg,65.00,Peak
2023-03-19,Low Pulley Row - Underhand - Cable,Peak Barbadian 13,13.00,Peak
2023-03-19,Pectoral Flys - Dumbell,"11kg DB peak, felt a strain in my shoulder so didn",11.00,Peak
2023-03-19,Bent-Over Rows - Barbell,Working weight 22.5kg DBs,22.50,Working
2023-03-19,Upper Chest Pullover - Dumbell,"Like this, keep it in",0.00,Static
2023-03-19,Straight Arm Pushdown - Cable,Weird sets on an incompatible machine. Triceps are burning more than back,0.00,Static
2023-03-19,Bench Press - Flat - Dumbell,Working weight 20kg (45lb) down from 22kg due to lack of matching weight,22.00,Working
2023-03-19,Lateral Pull Down - Cable,Peak at Barbadian 13 (lifefitness),13.00,Peak
2023-03-19,Bench Press - Incline - Dumbell,Working weight 20kg DBs,20.00,Working
2023-03-19,Upper Chest Pullover - Dumbell,Working weight 13.6kg DB,13.60,Working
2023-03-20,Overhead Tricep Extension - One Arm - Dumbell,Working weight 6.8kg,6.80,Working
2023-03-20,Shoulder Press - Dumbell,Working weight 13.6kg DBs,13.60,Working
2023-03-20,Tricep Extension Pulldown - Cable,Working weight 5 Barbadian lat machine,5.00,Working
2023-03-20,Front Raises - Dumbell,Working weight 9kg,9.00,Working
2023-03-20,Lateral Raise - Standing - Dumbell,Working weight 9kg,9.00,Working
2023-03-20,Hip Huggers - Dumbell,Working weight 18.1kg DBs,18.10,Working
2023-03-20,Tricep Kick-Backs - Dumbell,"Working weight 6.8kg, felt a good weight to get good form with more reps",6.80,Working
2023-03-23,Curls - Hammer - Dumbell,Working weight 12kg DB,12.00,Working
2023-03-23,Wrist Flexion - Cable,Working weight 6.25kg,6.25,Working
2023-03-23,Wrist Flexion - Cable,Peak 8.75kg,8.75,Peak
2023-03-23,Crunches - Weighted - Cable,Working weight 32.5kg,32.50,Working
2023-03-23,Curls - Overhand - Barbell,Working weight 17.5kg,17.50,Working
2023-03-23,Curls - Simple - Barbell,Working weight 25kg,25.00,Working
2023-03-24,Plank - Body,1 minute,1.00,Static
2023-03-24,Oblique Lunges - Plate,Working sets 0kg up and back in cross fit area,0.00,Working
2023-03-24,Hack Squat - Machine,New working weight 50kg,50.00,Working
2023-03-24,Calf Raises - Bent Leg - Machine,Working weight 15kg sets of 15,15.00,Working
2023-03-24,Calf Raises - Straight Leg - Machine,Working weight 60kg,60.00,Working
2023-03-24,Deadlift - Barbell,Working weight 80kg,80.00,Working
2023-03-24,Squat - Back - Barbell,New working weight 80kg (10 reps first set),80.00,Working
2023-03-24,Squat - Back - Barbell,New peak 85kg,85.00,Peak
2023-03-24,Squat - Front - Barbell,New peak 65kg,65.00,Peak
2023-03-24,Calf Raises - Bent Leg - Machine,Increase and do sets of 10,10.00,Static
2023-03-26,Upper Chest Pullover - Dumbell,Peak weight 16kg DB,16.00,Peak
2023-03-26,ISO Lateral Row - Machine,Neutral grip - Mid back,0.00,Static
2023-03-26,ISO Lateral Row - Machine,"Neutral grip this time, wide grip cable rows",0.00,Static
2023-03-26,ISO Lateral Row - Machine,Working weight 80kg,80.00,Working
2023-03-26,Bench Press - Decline - Barbell,12 reps at 50kg! Working weight 60kg,60.00,Working
2023-03-26,Low Pulley Row - Overhand - Cable,New working weight 17,17.00,Working
2023-03-26,Seated Pulley Row - V-Grip - Cable,New working weight 16,16.00,Working
2023-03-26,Pectoral Flys - Cable,Working weight 49.5kg. Could go up but getting a good stretch and push with sets of 8 at this weight,49.50,Working
2023-03-26,Face Pull - Cable,"Working weight 21.25kg, final set 12 reps",21.25,Working
2023-03-26,Bench Press - Flat - Barbell,"Went for working weight 60kg, set 1 failed - 4 reps",60.00,Working
2023-03-26,Bench Press - Decline - Barbell,8 reps of 60 first working set,60.00,Working
2023-03-27,Lateral Raise - Standing - Dumbell,"Working weight 10kg, got to really stretch out those shoulders. Nerves feeling twitchy",10.00,Working
2023-03-27,Hip Huggers - Dumbell,Working weight 20kg DBs,20.00,Working
2023-03-27,Tricep Extension Pulldown - Cable,Working weight 26.25kg usually. Trapped a nerve at 23.75kg,26.25,Working
2023-03-27,Overhead Tricep Extension - One Arm - Dumbell,Reduced working weight back to 8kg DB,8.00,Working
2023-03-27,Front Raises - Dumbell,Working weight 10kg DB,10.00,Working
2023-03-27,Rear Extension - V-Bar - Cable,Working weight 18.75kg,18.75,Working
2023-03-27,Shoulder Press - Dumbell,New working weight 15kg DBs,15.00,Working
2023-03-27,Bench Press - Narrow Grip - Barbell,Working weight 50kg,50.00,Working
2023-03-27,Overhead Tricep Extension - One Arm - Dumbell,Note this could be due to trying new ,0.00,Static
2023-03-28,Curls - Overhand - Barbell,Working weight 17.5kg,17.50,Working
2023-03-28,Crunches - Weighted - Cable,Working weight 40kg,40.00,Working
2023-03-28,Corkscrew - Resting - Body,3 weights on each ankle,3.00,Static
2023-03-28,Leg Raises - Straight Leg Resting - Body,3 sets 3 weights on each ankle. Same number of sets for cork,3.00,Static
2023-03-28,Wrist Flexion - Cable,Working weight 8.75kg,8.75,Working
2023-03-28,Curls - Cable,Very tough peak of 23.75kg,23.75,Peak
2023-03-28,Curls - Hammer - Dumbell,Sets of 10 with new working weight 12.5kg DB,12.50,Working
2023-03-28,Plank - Body,,0.00,Static
2023-03-31,Calf Raises - Bent Leg - Machine,Working weight 20kg,20.00,Working
2023-03-31,Oblique Lunges - Plate,5kg plate,5.00,Static
2023-03-31,Leg Press - Machine,Working weight 100kg,100.00,Working
2023-03-31,Calf Raises - Straight Leg - Machine,Working weight 70kg,70.00,Working
2023-03-31,Deadlift - Barbell,"Working weight 90kg, be very careful of form",90.00,Working
2023-03-31,Deadlift - Barbell,Push inside of feet to ground self. Squeeze the egg. Raise the bar slightly. Push knees out like holding a box,0.00,Static
2023-03-31,Squat - Back - Barbell,Working weight 85kg,85.00,Working
2023-03-31,Squat - Front - Barbell,Working weight 65kg (6 reps),65.00,Working
2023-03-31,Squat - Front - Barbell,"8 for final set, make sure to get 8 for both next time",8.00,Static
2023-03-31,Good Mornings - Barbell,Working weight 70kg,70.00,Working
2023-04-01,Low Pulley Row - Underhand - Cable,Peak weight 16,16.00,Peak
2023-04-01,Lateral Pull Down - Cable,Pain in side delt relieved by focusing squeezing my shoulder blades and isolating the movement to my upper back,0.00,Static
2023-04-01,Face Pull - Cable,"New working weight 24.5kg, helps with the one foot forward",24.50,Working
2023-04-01,Bent-Over Rows - Barbell,"Changing grip indefinitely to underhand, feels like it works the biceps and shoulders too for a more compound motikn",0.00,Static
2023-04-01,Pectoral Flys - Cable,Working weight 49.5kg,49.50,Working
2023-04-01,Bent-Over Rows - Barbell,"New working weight 50kg, down from 60kg to get the 8 reps with the new grip",60.00,Working
2023-04-01,Bench Press - Incline - Dumbell,Reduced to 18kg DBs to try and get more reps out of the exercise,18.00,Static
2023-04-01,Bench Press - Decline - Barbell,Working weight 60kg,60.00,Working
